username,followers,following,tier,relevance_text_score,relevance_score,audience_intent_score,content_depth_score,engagement_quality_score,topic_signal_score,final_score,weight_relevance,weight_audience_intent,weight_engagement_quality,weight_content_depth,text_confidence,comment_confidence,post_confidence,confidence_score,confidence_grade,needs_review,review_reason,relevance_reason,audience_intent_reason,content_depth_reason,why_selected,sample_caption,sample_comment_1,sample_comment_2,post_count,comment_count,median_engagement_rate,tier_rank,overall_rank
mindfulmft,726663,405,macro,0.8,0.7667,0.6,0.7,0.0134,0.6667,0.556,0.35,0.3,0.2,0.15,1.0,1.0,0.75,0.95,high,False,,"The account primarily focuses on relationships and mental health, but also incorporates broader lifestyle/fitness elements.","Comments show help-seeking, emotional sharing, and trust, but not as strongly as desired.","The captions often provide insightful reflections and specific guidance, but could delve deeper into personal experiences and evidence-based education.","Relevance 0.77, audience intent 0.60, content depth 0.70, engagement quality 0.01. Median engagement rate 0.11% across 15 posts. Confidence high (0.95).","To the parents out there with children who still live in your home — a tender inquiry for you. 
Is there anything for you to adjust? 🧡 #mindfulmft",I think about this every single day.,😭😭💗💗,15,40,0.001148,4,11
selfcareisforeveryone,1029792,1297,macro,0.8,0.725,0.7,0.6,0.0002,0.5,0.5538,0.35,0.3,0.2,0.15,0.9861,1.0,1.0,0.9937,high,False,,"Bio and some captions show mental health focus, but others are product-focused.","Comments show emotional sharing and trust, but also include general excitement and support.","Captions show some depth and originality, but also include generic phrases and promotional content.","Relevance 0.73, audience intent 0.70, content depth 0.60, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (0.99).","the self-care effect 🤍 self-care isn’t a filter you turn on and suddenly everything is bright again.

sometimes it’s crying first.
sometimes it’s staying.
sometimes it’s choosing to take one small step when your brain says “what’s the point?”

it doesn’t erase pain.
it doesn’t fix everything overnight.
but it can gently shift you from surviving the","I really need to talk to someone I can nolonger handle these dark days, i feel like ending my life can I talk to someone please","if things feel really dark right now, please consider reaching out to someone who can support you in real time. if you’re in the US you can call or text 988 to reach the suicide & crisis lifeline anytime",20,40,2e-05,5,12
yourdiagnonsense,555987,2011,macro,0.8,0.6625,0.6,0.7,0.045,0.25,0.5259,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"Bio indicates mental health focus with therapy certification and group practice, but also includes meme account and personal brand, lowering relevance score.","Comments show some emotional engagement and trust, but also include some generic emojis and off-topic questions, lowering audience intent score.","Captions provide some insightful commentary on relationships and mental health, but also include some more generic statements and product promotion, reducing depth score.","Relevance 0.66, audience intent 0.60, content depth 0.70, engagement quality 0.05. Median engagement rate 0.39% across 20 posts. Confidence high (1.00).","Most people have a lot they want to share with their partner. That they don’t. Things they’ve been holding in sometimes for a very long time. But they’re totally freaked out. Hopeless. Avoidant. And more versions of anxiety.

So if your partner actually gets the courage to have that conversation with you, or any real conversation, that’s a big deal","I want to just come up and hug you, while you swing your legs and teach me more 🙌❤️",@yourdiagnonsense should a partner need to ask for kindness? Is this not baseline?,20,40,0.003859,6,15
headspace,1416118,857,macro,0.8,0.6625,0.5,0.6,0.0031,0.25,0.4725,0.35,0.3,0.2,0.15,0.88,1.0,1.0,0.946,high,False,,"Instagram account focuses on promoting mental health app and sleep improvement, but also features generic motivation quotes and lifestyle suggestions.","Comments show some emotional connection and trust, but not explicitly related to mental health help-seeking or sharing.","Captions provide some insight into mental health and sleep, but also include generic advice and motivational content.","Relevance 0.66, audience intent 0.50, content depth 0.60, engagement quality 0.00. Median engagement rate 0.03% across 20 posts. Confidence high (0.95).","We asked hikers in L.A. to tell us about the place in the world where they got the best rest. Here’s where they took us. 🧡

We want to hear about the last time you slept like that. To enter our Dream Destination, post a photo or short video on Instagram or TikTok about your Dream Destination: a real-life place in the world where you got the best re",🧠✨,In the Gulf of Southern Alabama. Watching my children and grandchildren splashing in the little waves of the ocean 🌊,20,40,0.000267,7,16
theanxietyhealer,639239,2657,macro,0.6,0.6437,0.4,0.5,0.0004,0.775,0.4204,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"Instagram account focuses on single life and aging for women, but occasionally touches on mental health topics such as anxiety and grief.","Comments show a range of engagement, but help-seeking or emotional sharing is not prominent.",Content provides some specific insights but often defaults to generic advice or personal anecdotes.,"Relevance 0.64, audience intent 0.40, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (1.00).",#singleover40 #singlelife #midlife,"I have about 1000 of my patients who I round on for work who have don't have family that comes to see them for any of the holidays. Maybe start a little tradition where you stop in and bring a little stuffed animal and tried to see a few of them randomly , I promised it wouldn't ",Nobody told me grief could feel exactly like an anxiety disorder. I found out the hard way…after my dad died and my body completely fell apart in ways I didn’t know how to explain.,20,40,3.3e-05,8,19
the.holistic.psychologist,9071578,1764,major,0.8,0.8042,0.6,0.7,0.0221,0.8167,0.5709,0.35,0.3,0.2,0.15,0.98,1.0,0.85,0.961,high,False,,"Instagram account focuses on self-help and personal growth, with a significant portion of content dedicated to mental health topics.","Comments show engagement and appreciation, but fewer users share personal experiences or seek help, which could indicate a broader lifestyle/self-help audience.","While the captions often contain specific insights and concepts, they sometimes lack detailed explanations or personal anecdotes to provide deeper context.","Relevance 0.80, audience intent 0.60, content depth 0.70, engagement quality 0.02. Median engagement rate 0.19% across 17 posts. Confidence high (0.96).","Limerence sometimes begins with an emotionally reactive parent as a survival response. A child cannot risk perceiving their parent as unsafe, so the brain learns to selectively hold onto only the positive and dissociate from what feels threatening or scary. This neurological blueprint doesn’t stay in childhood. It travels into adult relationships w","I did that for many ,many years",thank you. i nov begin to understand what happened to me in my last relationship - maybe in all of them but the last one was the hardest and i really struggled too much to walk away.,17,40,0.001896,1,10
calm,3704797,28,major,0.8,0.6729,0.7,0.6,0.0033,0.2917,0.5362,0.35,0.3,0.2,0.15,0.7034,1.0,1.0,0.8665,high,False,,"Instagrammer often shares mental-health related content like stress-reduction, self-care, and mindfulness.","Comments show emotional sharing and trust, indicating a mental-health help-seeking audience.","While the captions are specific to certain scenarios, they don't always provide in-depth mental-health advice or guidance.","Relevance 0.67, audience intent 0.70, content depth 0.60, engagement quality 0.00. Median engagement rate 0.03% across 20 posts. Confidence high (0.87).","Nothing to do, nowhere to be.. just savoring this moment in this glacier creek.",Glacier creeks have the most calming sound in nature. This is the kind of stillness we all need more of 🌿,"Such a needed reminder. 👏🏼 One thing at a time. Choosing to reflect before rushing in, is such an important skill. Taking a breath and choosing some grounding in the stillness instead. 🕊️✨",20,40,0.000281,2,13
therapyjeff,1521996,1254,major,0.6,0.5229,0.7,0.5,0.3136,0.2917,0.5307,0.35,0.3,0.2,0.15,0.8699,1.0,0.95,0.9315,high,False,,Instagram account focuses on relationships which is a subset of mental health,Audience shows help-seeking and emotional sharing but not explicitly about mental health,Content is specific to relationships but lacks depth in terms of evidence-based education or coping guidance,"Relevance 0.52, audience intent 0.70, content depth 0.50, engagement quality 0.31. Median engagement rate 1.30% across 19 posts. Confidence high (0.93).","Here’s what estranged parents do not understand.

#mentalhealth #therapy #relationshiptips #nocontact",Therapy has been a lifesaver.,I just had enough,19,40,0.012976,3,14
thegoodquote,23314157,17,major,0.7,0.625,0.5,0.6,0.0024,0.4,0.4592,0.35,0.3,0.2,0.15,0.8916,1.0,0.55,0.8612,high,False,,Instagram account has some mental health related posts but also promotes other accounts and quotes that are not mental health specific.,"Comments show some emotional sharing and trust, but many comments are simple emojis or short phrases that do not indicate strong help-seeking intent.",Posts provide some insight into mental health but captions are often short and lack detailed or original content. Some posts are generic motivation quotes without mental health focus.,"Relevance 0.62, audience intent 0.50, content depth 0.60, engagement quality 0.00. Median engagement rate 0.02% across 11 posts. Confidence high (0.86).","The importance of enforcing you boundaries 
@earthtoroxanne sits down with @jayshetty 🌻
Full video on YouTube",This feel personal 🤍,I couldn’t agree more with this 👏👏,11,40,0.000208,4,17
nedratawwab,1831612,244,major,0.6,0.5542,0.5,0.5,0.012,0.4167,0.4214,0.35,0.3,0.2,0.15,0.9075,1.0,0.6,0.8784,high,False,,"Content is not primarily mental-health focused, but some posts touch on mental health topics such as relationships and stress management.","Comments show some emotional sharing and trust, but not strongly focused on help-seeking.","Captions are generally short and not very specific or insightful, but some do contain original thoughts and advice.","Relevance 0.55, audience intent 0.50, content depth 0.50, engagement quality 0.01. Median engagement rate 0.10% across 12 posts. Confidence high (0.88).","When you stop expecting “easy”, you will be ready to face the hard and get closer to what you deeply desire. 

#thebalancingact 
#nedranuggets",I was getting to burnout and realized I was doing ALOT of work on my own and it dawned on me I needed to hire an agency to offload the work so 1) I could get more done 2) help me be less stressed.,"This hits deep, self-care is how we thrive.",12,40,0.001029,5,18
mytherapistsays,8246092,261,major,0.2,0.2125,0.1,0.3,0.0003,0.25,0.1494,0.35,0.3,0.2,0.15,0.666,1.0,1.0,0.8497,high,False,,Bio and captions mention partnerships and are not explicitly mental-health focused.,"Comments do not show clear signs of help-seeking, emotional sharing, or trust.",Captions are mostly generic and not specific or insightful in relation to mental health.,"Relevance 0.21, audience intent 0.10, content depth 0.30, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (0.85).",Loyalty over logic @mybestiesays 💁🏼‍♀️,And which is delusional,Every mf time @tanamarie_lee,20,40,2.2e-05,6,21
tinybuddhaofficial,1687155,368,major,0.1,0.075,0.2,0.2,0.0762,0.0,0.1315,0.35,0.3,0.2,0.15,0.6975,0.4,0.1,0.4739,medium,False,,"Bio and posts are not mental-health primary, they are about promoting products and contests.","Comments are mostly positive generic emojis and short praises, not indicating help-seeking or emotional sharing.","Captions are generic promotional content, not mental health specific or insightful.","Relevance 0.08, audience intent 0.20, content depth 0.20, engagement quality 0.08. Median engagement rate 0.32% across 2 posts. Confidence medium (0.47).","Hi friends! Lori here. I'm excited to share that I've just launched five new shirts, based on some of the site's most popular memes, just in time for the holidays. That means you can now grab a tee, v-neck, tank, hoodie, or sweatshirt with one of nine designs, in multiple colors and sizes - and iPhone cases too! Get yours here: tinybuddha.com/store",👏👏👏👏,Love your posts ❤❤❤,2,8,0.003203,7,22
