username,followers,following,tier,relevance_text_score,relevance_score,audience_intent_score,content_depth_score,engagement_quality_score,topic_signal_score,final_score,weight_relevance,weight_audience_intent,weight_engagement_quality,weight_content_depth,text_confidence,comment_confidence,post_confidence,confidence_score,confidence_grade,needs_review,review_reason,relevance_reason,audience_intent_reason,content_depth_reason,why_selected,sample_caption,sample_comment_1,sample_comment_2,post_count,comment_count,median_engagement_rate
thegoodquote,23314090,17,major,0.8,0.7,0.6,0.7,0.0024,0.4,0.5305,0.35,0.3,0.2,0.15,0.8916,1.0,0.55,0.8612,high,False,,Instagram account has some mental health content but also promotes other accounts and products.,"Comments show some emotional sharing and trust, but not as strongly as help-seeking behavior.","Captions are generally insightful and specific, but could benefit from more original content and less promotion of other accounts.","Relevance 0.70, audience intent 0.60, content depth 0.70, engagement quality 0.00. Median engagement rate 0.02% across 11 posts. Confidence high (0.86).","The importance of enforcing you boundaries 
@earthtoroxanne sits down with @jayshetty 🌻
Full video on YouTube",💔💔💔💔❤️‍🩹😢,AMENNNNN 🎯🎯🎯🎯🎯🎯🎯,11,40,0.000208
yourdiagnonsense,556002,2011,macro,0.8,0.6625,0.6,0.7,0.045,0.25,0.5259,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"Account is a certified sex therapist and licensed therapist, focusing on relationships and sex.","Comments show support and affection, but few express personal struggles or seek help.","Captions are specific and detailed, providing insightful advice, but occasionally veer off-topic to product promotion.","Relevance 0.66, audience intent 0.60, content depth 0.70, engagement quality 0.05. Median engagement rate 0.39% across 20 posts. Confidence high (1.00).","Do the things your partner asks you to do. Obviously this doesn’t apply to extremes so don’t even go there. This is about the partner who wants more affection, more attention, reassurance - needs around love. And yes this also includes needing space and time apart. It's about all the things we do to show up for our partners and make them feel safe ",@justthetrick.tm ask,If only it were that simple for all of us,20,40,0.003859
therapyforwomen,464702,988,mid,0.8,0.7875,0.5,0.6,0.0063,0.75,0.5169,0.35,0.3,0.2,0.15,1.0,1.0,0.65,0.93,high,False,,"Instagram account is related to mental health, focusing on therapy and personal experiences.","Comments show some engagement with the content, but there is no clear evidence of help-seeking or emotional sharing beyond casual agreement or appreciation.","While the captions are specific to mental health, they are not consistently insightful or original, often promoting the speaker's podcast or products.","Relevance 0.79, audience intent 0.50, content depth 0.60, engagement quality 0.01. Median engagement rate 0.05% across 13 posts. Confidence high (0.93).","The hypocrisy of tradwives!

Really excited for you all to here this incredible episode with Stefanie O'Connell whose new book ""The Ambition Penalty"" Is available for preorder now!

Check out episode 102 of the Nuance Needed podcast anywhere you listen!",I love a microbrew on tap 😢,I reached 10 months alcohol free two days ago.  Best decision I’ve ever made.,13,40,0.00054
mindfulmft,726668,405,macro,0.7,0.65,0.5,0.6,0.0134,0.5,0.4702,0.35,0.3,0.2,0.15,1.0,1.0,0.75,0.95,high,False,,"Account focuses on relationships and personal growth, not exclusively mental health","Comments show some emotional sharing and trust, but not strongly indicative of help-seeking","Content is insightful but not consistently specific or original, some generic advice","Relevance 0.65, audience intent 0.50, content depth 0.60, engagement quality 0.01. Median engagement rate 0.12% across 15 posts. Confidence high (0.95).","Don’t miss out on my Overcoming Loneliness community experience during the month of May in honor of Mental Health Awareness Month. I have an incredible line up of experts who are going to tackle the topics of loneliness with self, with dating/relationships, with friends, and with family. The month long experience is only $47 and I hope you can join",Im lost in needed help ❤️,Expressing what we want is the best way of helping ourselves to actually get it 👏 our partners aren’t supposed to be mind readers!,15,40,0.00115
calm,3704826,28,major,0.6,0.5229,0.5,0.4,0.0033,0.2917,0.3937,0.35,0.3,0.2,0.15,0.7043,1.0,1.0,0.8669,high,False,,"Instagram account has some content about mental health, but it is often mixed with non-mental health content like quotes, product promotion, and lifestyle suggestions.","Comments show a mix of engagement, positivity, and personal sharing, but not as many help-seeking or emotional sharing instances are present.","Captions are generally positive and feature some mental health advice, but lack specific insights, evidence-based information, or original perspectives.","Relevance 0.52, audience intent 0.50, content depth 0.40, engagement quality 0.00. Median engagement rate 0.03% across 20 posts. Confidence high (0.87).",Who else has this on repeat tonight? 💖,I am still learning that I don’t have to earn my rest ❤️,"Become  your own best friend, clear- headed and kind.",20,40,0.000282
headspace,1416124,857,macro,0.6,0.5437,0.4,0.5,0.0031,0.375,0.3859,0.35,0.3,0.2,0.15,0.88,1.0,1.0,0.946,high,False,,"The account focuses on mental health, specifically sleep, but also incorporates other topics like travel and partnerships.","Comments show some emotional connection and engagement, but also include general positive reinforcement and emojis.","The captions provide specific examples and tips, but also promote products and events.","Relevance 0.54, audience intent 0.40, content depth 0.50, engagement quality 0.00. Median engagement rate 0.03% across 20 posts. Confidence high (0.95).","Exhale the !@#$%. 
Inhale the zZzZz’s.",I had no job. Last time I slept well . Last night 🌙 ❤️❤️,A quiet beach morning always gives me my best sleep 🌊,20,40,0.000267
nedratawwab,1831623,244,major,0.6,0.5229,0.4,0.5,0.012,0.2917,0.3804,0.35,0.3,0.2,0.15,0.9075,1.0,0.6,0.8784,high,False,,The account focuses on relationships which is related to mental health but not the primary focus.,Comments are mostly generic and do not show strong signs of help-seeking or emotional sharing.,"The captions are generally specific and original, but not always related to mental health or therapy.","Relevance 0.52, audience intent 0.40, content depth 0.50, engagement quality 0.01. Median engagement rate 0.10% across 12 posts. Confidence high (0.88).","#AbbViePartner I’m partnering with @AbbVie on Love in Mind, an educational initiative to elevate the conversation about the emotional impact of living with migraine, beyond the physical symptoms, focusing on romantic relationships. The Love in Mind survey revealed that intimacy can be a real challenge for people navigating migraine in relationships",👏,💯,12,40,0.001029
thementalhealthspot,678,1992,nano,0.8,0.4888,0.5,0.5,0.0,0.125,0.3561,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio indicates mental health focus, but no evidence of personal experience.","Comments not present, unable to evaluate audience intent.","Captions not present, unable to evaluate depth.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
therapyinsider,28,6,nano,0.8,0.4888,0.5,0.5,0.0,0.125,0.3561,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio indicates mental health focus, but no sample captions provided for evaluation.",No sample comments provided for evaluation.,No sample captions provided for evaluation.,"Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
anxietysupportdaily,0,0,nano,0.7,0.4487,0.5,0.5,0.0,0.125,0.3359,0.3237,0.2675,0.295,0.1138,0.175,0.0,0.0,0.0788,low,False,,"Bio mentions living with anxiety and daily support, which is relevant to mental health.","No comments provided, so can't evaluate audience intent.","No captions provided, so can't evaluate depth.","Relevance 0.45, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.08).",,,,0,0,0.0
talkyourfeelings,23,28,nano,0.8,0.445,0.5,0.0,0.0,0.0,0.2749,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates a willingness to help with personal problems.,"Comments section not available, unable to analyze audience intent.",No captions provided for analysis.,"Relevance 0.45, audience intent 0.50, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
yung_pueblo,3375283,1777,major,0.5,0.4062,0.2,0.3,0.0298,0.125,0.2532,0.35,0.3,0.2,0.15,0.8263,1.0,0.95,0.9118,high,False,,"Instagram account focuses on promoting the author's work and podcast appearances, with limited clear mental health content.","Comments are mostly emojis, with a few requests for the author's content, indicating low help-seeking or emotional sharing.","Captions are generally short and provide generic advice or promote the author's content, lacking depth and originality.","Relevance 0.41, audience intent 0.20, content depth 0.30, engagement quality 0.03. Median engagement rate 0.26% across 19 posts. Confidence high (0.91).",Leave a 💙 if you agree. Your friends who make your nervous system feel calm are priceless.,❤️❤️,read,19,40,0.002556
mytherapistsays,8246180,261,major,0.3,0.3187,0.2,0.2,0.0003,0.375,0.2016,0.35,0.3,0.2,0.15,0.6607,1.0,1.0,0.8473,high,False,,Mixture of mental health and non-mental health content.,Comments are mostly light-hearted or unrelated to mental health.,"Most captions are generic or humorous, not providing mental health insights.","Relevance 0.32, audience intent 0.20, content depth 0.20, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (0.85).","Nothing to see here 🫣

#metgala2025",Should i create reels about mental health in my mother tongue (greek) or English or both?,Hope you're doing well! We left a DM for you about a collab 💌 Looking forward to your thoughts 💬,20,40,2.2e-05
dearmentalhealth,0,0,nano,0.8,0.4075,0.0,0.0,0.0,0.25,0.1396,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates mental health focus,No comments provided for analysis,No captions provided for analysis,"Relevance 0.41, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
tinybuddhaofficial,1687167,369,major,0.1,0.075,0.2,0.2,0.0762,0.0,0.1315,0.35,0.3,0.2,0.15,0.6975,0.4,0.1,0.4739,medium,False,,"Bio and posts are not mental-health primary, they are focused on promoting products and giveaways.","Comments are mostly emojis and generic compliments, not indicating help-seeking or emotional sharing.","Captions are generic and not mental-health specific, they focus on promoting products and services.","Relevance 0.08, audience intent 0.20, content depth 0.20, engagement quality 0.08. Median engagement rate 0.32% across 2 posts. Confidence medium (0.47).","Hi friends! Lori here. I'm excited to share that I've just launched five new shirts, based on some of the site's most popular memes, just in time for the holidays. That means you can now grab a tee, v-neck, tank, hoodie, or sweatshirt with one of nine designs, in multiple colors and sizes - and iPhone cases too! Get yours here: tinybuddha.com/store",👏👏👏👏,Love your posts ❤❤❤,2,8,0.003203
anxiety_wellness,44,16,nano,0.5,0.2875,0.0,0.0,0.0,0.25,0.0985,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio is somewhat relevant to mental health, but not exclusively focused on it.","No comment samples provided, so audience intent cannot be evaluated.","No caption samples provided, so content depth cannot be evaluated.","Relevance 0.29, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
drjuliesmith,1241,2,nano,0.6,0.24,0.0,0.0,0.0,0.0,0.0822,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"The account is managed by a mental health author, but the bio and captions do not explicitly mention mental health.",No comments were provided for analysis.,No captions were provided for analysis.,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
livewellmindfully,106,88,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0815,0.3344,0.2548,0.2865,0.1244,0.2175,0.0,0.0,0.0979,low,False,,Bio mentions mindfulness but does not explicitly state mental health focus,No comments provided for analysis,No captions provided for analysis,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.10).",,,,0,0,0.0
mentalhealthawarness,1,3,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0718,0.2944,0.3028,0.3185,0.0844,0.0575,0.0,0.0,0.0259,low,False,,"Account has 'Mental Health Awareness' in the bio, but there are no mental health related posts.",No comments provided for analysis.,No captions provided for analysis.,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
mindsettherapy,17,0,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0705,0.2894,0.3088,0.3225,0.0794,0.0375,0.0,0.0,0.0169,low,False,,No clear mental health focus in bio.,No comments provided for evaluation.,No captions provided for evaluation.,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.02).",,,,0,0,0.0
theocdproject,106,15,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0705,0.2894,0.3088,0.3225,0.0794,0.0375,0.0,0.0,0.0169,low,False,,"Account name suggests mental health focus, but no posts or captions to confirm.",No comments provided for analysis.,No captions provided for analysis.,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.02).",,,,0,0,0.0
projectsemicolon,1372,2,nano,0.5,0.2,0.0,0.0,0.0,0.0,0.0685,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,The account's bio and captions lack clear mental health focus.,No comments were provided for evaluation.,No captions were provided for evaluation.,"Relevance 0.20, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
mindmattersdaily,47,99,nano,0.5,0.2,0.0,0.0,0.0,0.0,0.0589,0.2944,0.3028,0.3185,0.0844,0.0575,0.0,0.0,0.0259,low,False,,Bio includes 'Psychology' but also 'Motivation' which is not mental-health primary,No comments provided for evaluation,No captions provided for evaluation,"Relevance 0.20, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
psychologytoday,2413,8,nano,0.3,0.12,0.0,0.0,0.0,0.0,0.0359,0.2994,0.2968,0.3145,0.0894,0.0775,0.0,0.0,0.0349,low,False,,Lacking clear mental health focus in bio,No comments provided for evaluation,No captions provided for evaluation,"Relevance 0.12, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
drleaf,67,73,nano,0.3,0.12,0.0,0.0,0.0,0.0,0.0352,0.2937,0.3035,0.319,0.0837,0.055,0.0,0.0,0.0248,low,False,,vague bio connection to mental health,no comments provided,no captions provided,"Relevance 0.12, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.02).",,,,0,0,0.0
emotionalwellnessco,90,62,nano,0.2,0.08,0.0,0.0,0.0,0.0,0.0274,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Generic motivation-focused bio,No comments provided for evaluation,No captions provided for evaluation,"Relevance 0.08, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
mindful__living,8,4,nano,0.2,0.08,0.0,0.0,0.0,0.0,0.0237,0.2963,0.3005,0.317,0.0862,0.065,0.0,0.0,0.0293,low,False,,Bio and captions do not mention mental health or related topics.,No comments provided for analysis.,No captions provided for analysis.,"Relevance 0.08, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
kwikbrain,44,1,nano,0.1,0.04,0.0,0.0,0.0,0.0,0.0115,0.2863,0.3125,0.325,0.0762,0.025,0.0,0.0,0.0113,low,False,,"Bio and captions show generic motivation and personal development, not primarily mental health focused.",No comments provided for analysis.,No captions provided for analysis.,"Relevance 0.04, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.01).",,,,0,0,0.0
drjennywang,58,91,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875,0.311,0.324,0.0775,0.03,0.0,0.0,0.0135,low,False,,Bio and captions do not indicate mental health focus,No comments provided for analysis,No captions provided for analysis,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.01).",,,,0,0,0.0
iamleahbowers,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
thesadgirlsclub,1,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
depressionlookslikeme,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
traumatherapyhub,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
