username,followers,following,tier,relevance_text_score,relevance_score,audience_intent_score,content_depth_score,engagement_quality_score,topic_signal_score,final_score,weight_relevance,weight_audience_intent,weight_engagement_quality,weight_content_depth,text_confidence,comment_confidence,post_confidence,confidence_score,confidence_grade,needs_review,review_reason,relevance_reason,audience_intent_reason,content_depth_reason,why_selected,sample_caption,sample_comment_1,sample_comment_2,post_count,comment_count,median_engagement_rate
drchrislee,667628,14,macro,0.8,0.6938,0.6,0.7,0.0235,0.375,0.5325,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"The account focuses on nervous system and emotional regulation, which is related to mental health, but not exclusively about it.","The comments show some emotional sharing and trust, but not as strongly as help-seeking or intent to engage in mental health discussions.","The captions provide specific insights and original thoughts, but sometimes lack depth and detail, and can be a bit generic at times.","Relevance 0.69, audience intent 0.60, content depth 0.70, engagement quality 0.02. Median engagement rate 0.20% across 20 posts. Confidence high (1.00).",Burnt out on doing burnout recovery…,Well said 🙌.,@brittcarroll12 who does this sound like?,20,40,0.002017
thegoodquote,23314073,17,major,0.8,0.7,0.6,0.7,0.0024,0.4,0.5305,0.35,0.3,0.2,0.15,0.8916,1.0,0.55,0.8612,high,False,,"Instagram account focuses on personal development and mental health related topics, but also promotes other accounts and products.","Comments show engagement and agreement, but few express help-seeking or emotional sharing.","Captions provide specific insights and education on mental health, but also include generic advice and promotion of other accounts.","Relevance 0.70, audience intent 0.60, content depth 0.70, engagement quality 0.00. Median engagement rate 0.02% across 11 posts. Confidence high (0.86).","The importance of enforcing you boundaries 
@earthtoroxanne sits down with @jayshetty 🌻
Full video on YouTube",This feel personal 🤍,AMENNNNN 🎯🎯🎯🎯🎯🎯🎯,11,40,0.000208
selfcareisforeveryone,1029790,1297,macro,0.8,0.6938,0.6,0.7,0.0002,0.375,0.5279,0.35,0.3,0.2,0.15,0.9939,1.0,1.0,0.9973,high,False,,"Bio and some posts are mental-health focused, but there is also brand/product promotion.","Comments show engagement, positivity, and some help-seeking, but not strongly focused on mental health.","Captions show some insightful thoughts, but lack specific personal experiences or evidence-based information.","Relevance 0.69, audience intent 0.60, content depth 0.70, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (1.00).",focus on what you can control 🫧🙏🌱🪴,"I really need to talk to someone I can no longer handle these dark days, i feel like ending my life can I talk to someone please","@musa_kisula we’re really glad you said something here. you don’t have to carry this alone. ❤️‍🩹 if things feel really dark right now, please consider reaching out to someone who can support you in real time. if you’re in the US you can call or text 988 to reach the suicide & cri",20,40,2e-05
mindfulmft,726669,405,macro,0.8,0.7354,0.5,0.7,0.0134,0.5417,0.5151,0.35,0.3,0.2,0.15,1.0,1.0,0.75,0.95,high,False,,"Account focuses on relationships and personal growth, with some content touching on mental health aspects.","Comments show support, appreciation, and engagement, but few instances of help-seeking or emotional sharing.","Posts offer specific insights and reflections, but not consistently original or groundbreaking in terms of mental health education.","Relevance 0.74, audience intent 0.50, content depth 0.70, engagement quality 0.01. Median engagement rate 0.12% across 15 posts. Confidence high (0.95).","Grab a tissue 🤧. This is a beautiful practice to do with anyone you love. Here are the “rules”:
Person A offers three offerings of goodness - this can be acknowledgment, appreciation, observation, etc. keep it succinct. Start each offering with “Something I want you to know is…”. Pause. 
Person B say “thank you”. No other words. No asking questions","Vienna, I love this so much. I wonder if this could be used when writing someone special a birthday card?",Love this insight. Could you please share the name of the podcast? ❤️ @mindfulmft,15,40,0.00115
therapyjeff,1522087,1254,major,0.7,0.5979,0.5,0.6,0.3123,0.2917,0.5117,0.35,0.3,0.2,0.15,0.8667,1.0,0.95,0.93,high,False,,"Instagram account focuses on relationships, often connecting it to mental health and therapy.",Comments show engagement but not explicitly seeking help or sharing emotional experiences related to mental health.,"While the captions are specific to relationships, they don't always provide in-depth mental health advice or insights.","Relevance 0.60, audience intent 0.50, content depth 0.60, engagement quality 0.31. Median engagement rate 1.30% across 19 posts. Confidence high (0.93).","When someone says ‘I’ve never felt this way about anyone before’

#mentalhealth #therapy #relationshiptips #dating #datingadvice",Learned this the hard way last year!,Secret: not telling your wife if 31 years that you’ve gotten you BOTH into over 300 GRAND in debt 🙃… 😭,19,40,0.012982
alex_elle,1825090,368,major,0.6,0.4667,0.8,0.7,0.0009,0.0667,0.5085,0.35,0.3,0.2,0.15,1.0,1.0,0.7,0.94,high,False,,"Bio and captions show a focus on writing and personal journey, but not explicitly mental health","Comments show support and engagement, with some emotional sharing","Captions show some depth and introspection, but not consistently mental-health specific","Relevance 0.47, audience intent 0.80, content depth 0.70, engagement quality 0.00. Median engagement rate 0.01% across 14 posts. Confidence high (0.94).","“Read the audiobook to us,” y’all said… 🥴

Yesterday was day 2 of recording the audiobook for The Company We Keep. 13 years later, this is my sixth book. The sessions are 6 hours each. I have 2 more days to go.

Send a prayer for ya girl…

I wrote this book in 2024. After I turned it in to my editor, I didn’t look at unless I had to.

Going through",Really appreciate you showing YOU on here. The real of what goes into it. Respect love and light to you your work and vulnerability.,The way I want to hug you. Deep exhale. One day at a time. You’re doing it and making art of it all,14,40,8.1e-05
theanxietyhealer,639243,2657,macro,0.8,0.7625,0.5,0.6,0.0004,0.65,0.507,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"The account is not strictly about mental health, but it does touch upon anxiety and self-care, which are related to mental health.","Comments show a mix of humor, agreement, and personal anecdotes, but there are no clear examples of help-seeking or emotional sharing. However, some comments do show a recognition of the value of self-care and setting boundaries.","While the captions are specific to the experiences of women over 40, they do not provide much insight or original guidance on mental health. However, some captions do provide education on the impact of hormones on anxiety and stress.","Relevance 0.76, audience intent 0.50, content depth 0.60, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (1.00).","please don’t say pickleball. 

Single Sisters 40, 50, 60+ LETS BE FRIENDS! Join us in the @singlesisterscircle 💖💖

#datingover40 #datingover50 #datinglife #datinginyour40s",I have a BOB,Ugh ! Why should i make my life chaotic again ?,20,40,3.3e-05
thepsychdoctormd,981119,1644,macro,0.9,0.7063,0.5,0.7,0.021,0.125,0.5064,0.35,0.3,0.2,0.15,0.8994,1.0,1.0,0.9547,high,False,,"Bio and many posts are mental-health focused, but occasional lifestyle/brand posts bring score down.","Comments show some emotional connection and sharing, but also a lot of emojis and casual chatter.","Posts show some depth and personal experience, but also some generic/vague language and humor.","Relevance 0.71, audience intent 0.50, content depth 0.70, engagement quality 0.02. Median engagement rate 0.18% across 20 posts. Confidence high (0.95).","That’s the way it is, I guess. #adhd",I love the “YES! IT IS!!! in full unnecessary excitement volume! Followed by celebratory haiiiya!!!,You are the cutest! ❤️,20,40,0.001798
psychedmommy,567647,894,macro,0.8,0.7167,0.5,0.6,0.0078,0.4667,0.4924,0.35,0.3,0.2,0.15,1.0,1.0,0.75,0.95,high,False,,Account focuses on parenting and mental health but also promotes other resources and products.,Comments show some emotional sharing and trust but do not clearly indicate help-seeking behavior.,"While the captions provide some specific and insightful information, they also include generic advice and opinions.","Relevance 0.72, audience intent 0.50, content depth 0.60, engagement quality 0.01. Median engagement rate 0.07% across 15 posts. Confidence high (0.95).","Is this you? Do you find your patience is wearing thin? Do you feel triggered by small annoyances? Is this out of character for you?⁠
⁠
I’ve shared about postpartum rage and anger before. What I find is yelling becomes a new normal for a lot of moms. It can cause intense shame. There’s no need to feel shameful here 🫶
⁠
If you find yourself yelling ",Thank you ❤️,This makes me want to go turn on the tv for the kids for sure,15,40,0.000671
kiergaines,1608466,1371,major,0.6,0.6792,0.5,0.4,0.1393,0.9167,0.4756,0.35,0.3,0.2,0.15,0.9975,1.0,0.9,0.9789,high,False,,"Bio indicates mental health focus as a licensed therapist, but content is not exclusively mental health related.",Comments are generally positive and engaging but do not show clear signs of help-seeking or emotional sharing.,"Content is a mix of personal stories, promotional content, and some mental health advice but lacks depth and specificity.","Relevance 0.68, audience intent 0.50, content depth 0.40, engagement quality 0.14. Median engagement rate 1.19% across 18 posts. Confidence high (0.98).","#ad Being an adult is not cheap, so you have to be smart about your dollars a cents. The Wawa $6 Meal Deal is back, and you can get a variety of different sandwiches, a bag of chips and a fountain drink for a price that doesn’t hurt to look at.",Wow!! What an amazing role model you are to not only your children but I’m sure to many other people. If only you could come & teach my husband my value 🙄,"As a mom, this warmed my heart 🥹 not saying I NEED credit but the fact that it is understood 🤌🤌🤌 the mental load is just as important as the physical!!!",18,40,0.011937
headspace,1416124,857,macro,0.8,0.6625,0.5,0.6,0.0031,0.25,0.4725,0.35,0.3,0.2,0.15,0.88,1.0,1.0,0.946,high,False,,"Instagram account focuses on sleep, mental health, and well-being, but also promotes the Headspace app and collaborations with other brands.","Comments show engagement and positivity, but not explicitly expressing help-seeking or emotional sharing.","Captions provide specific examples and tips, but also include generic quotes and slogans.","Relevance 0.66, audience intent 0.50, content depth 0.60, engagement quality 0.00. Median engagement rate 0.03% across 20 posts. Confidence high (0.95).","What goes into the making of a Travelcast? Join us as we go behind the sounds with Headspace Audio Director (and Dream Team member) Scott Sorenson for the art of creating a sleepy travel story: what we listen for, what makes it calming, and how we bring it to life.",YESSSSSSSS!!!! ❤️,This hits different when you realize worries are just thoughts we're choosing to carry forward. 🙏,20,40,0.000267
nedratawwab,1831624,244,major,0.6,0.5125,0.5,0.6,0.012,0.25,0.4218,0.35,0.3,0.2,0.15,0.9075,1.0,0.6,0.8784,high,False,,"Content is not strictly mental health focused, but often touches on related topics like relationships, stress management, and self-care.","Comments show general agreement and appreciation, but not as much help-seeking or emotional sharing as other mental health accounts.","Captions offer some insightful advice, but also include motivational quotes and product promotion.","Relevance 0.51, audience intent 0.50, content depth 0.60, engagement quality 0.01. Median engagement rate 0.10% across 12 posts. Confidence high (0.88).","Leaving stress and returning to the same situation will prolong a cycle. Modify what you can in your daily life. 

#nedranuggets",🔥🔥🔥,💯,12,40,0.001029
al.mindful.therapist,41698,1924,micro,0.9,0.66,0.5,0.5,0.0,0.5,0.4148,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly indicates mental health focus with 'somatic trauma therapist' and 'nervous system care'.,"No comments provided, thus can't evaluate audience intent.","No captions provided, thus can't evaluate depth.","Relevance 0.66, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0
yung_pueblo,3375279,1777,major,0.6,0.5542,0.5,0.4,0.0299,0.4167,0.4099,0.35,0.3,0.2,0.15,0.8677,1.0,0.95,0.9305,high,False,,"Instagram account focuses on relationship advice and personal growth, which is related to mental health but not exclusively mental health focused.","Comments show some emotional sharing and trust, but not strongly indicative of help-seeking behavior.","Captions are generally short and provide generic advice, with limited insight or originality.","Relevance 0.55, audience intent 0.50, content depth 0.40, engagement quality 0.03. Median engagement rate 0.26% across 19 posts. Confidence high (0.93).","Comment “read” and I’ll send you my new free article
“10 Lessons From 10 Years of Marriage”",Read,Li,19,40,0.002559
lucycerezo_,144838,292,mid,0.8,0.62,0.5,0.5,0.0,0.5,0.4011,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly states 'Mental Health' and lists several specific disorders.,"No comment samples provided, assuming neutral based on bio.","No caption samples provided, assuming generic based on bio.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
micheline.maalouf,264524,1664,mid,0.8,0.62,0.5,0.5,0.0,0.5,0.4011,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio clearly states they are a trauma therapist for Arab & diaspora, and mentions therapy and workshops which are mental-health related.","Comment samples not provided, assuming neutral intent based on lack of data.","Caption samples not provided, assuming generic based on bio, but therapist background implies potential for depth.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
shaan_kassam,54106,852,mid,0.8,0.62,0.5,0.5,0.0,0.5,0.4011,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio states a clear focus on mental health: anxiety, panic, and chronic symptoms.","Comment samples not provided, assuming a mix of supportive comments and generic engagement.","Caption samples not provided, assuming generic motivation quotes or broad lifestyle/fitness advice.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0
jeniferfreedy_psychotherapist,12833,7528,micro,0.9,0.6162,0.5,0.5,0.0,0.375,0.3998,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly indicates mental health focus with therapy and trauma specialization.,"No comment samples provided, assuming generic well-wishing or acknowledgements.","No caption samples provided, assuming generic therapy-related content.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0
therapyforblackgirls,527019,696,macro,0.9,0.6162,0.5,0.5,0.0,0.375,0.3998,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly indicates mental health focus on resources and therapy for specific demographics.,"No comment samples provided, assuming neutral intent.","No caption samples provided, assuming generic based on lack of info.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
calm,3704836,28,major,0.6,0.5229,0.5,0.4,0.0034,0.2917,0.3937,0.35,0.3,0.2,0.15,0.7148,1.0,0.95,0.8617,high,False,,"Instagram account focuses on calming and stress-reduction, but lacks specific mental health education or lived experience discussion.","Comments show some emotional sharing and trust, but there are also many non-help-seeking comments.","Captions are generally short and not very specific or original, but there are some insightful comments from the audience.","Relevance 0.52, audience intent 0.50, content depth 0.40, engagement quality 0.00. Median engagement rate 0.03% across 19 posts. Confidence high (0.86).",Comment to stay on this side of the internet 🌱,"Such a needed reminder. 👏🏼 One thing at a time. Choosing to reflect before rushing in, is such an important skill. Taking a breath and choosing some grounding in the stillness instead. 🕊️✨",Letting go of the urgency to fix everything has been the hardest and most freeing lesson for me. 🌿,19,40,0.000289
elliottspeaks,188669,3820,mid,0.8,0.5763,0.5,0.5,0.0,0.375,0.3861,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio indicates mental health focus, but no clear indication of lived experience or personal connection to mental health issues.","No comment samples provided, assuming generic engagement.","No caption samples provided, assuming generic motivational content.","Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
kabodcounseling,3549,1117,nano,0.8,0.5763,0.5,0.5,0.0,0.375,0.3861,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates mental health focus and specific niche.,"No comments provided, assuming neutral based on provided data.","No captions provided, assuming generic based on comment depth.","Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
holistic.therapist,109155,500,mid,0.8,0.5763,0.5,0.5,0.0,0.375,0.3861,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio explicitly mentions trauma and neuroscience, indicating mental health focus.","No comment samples provided, assuming low intent based on provided information.","No caption samples provided, assuming generic advice based on bio content.","Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
the.anxious.truth,93732,280,mid,0.8,0.5763,0.5,0.5,0.0,0.375,0.3861,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates mental health focus with clinical training and personal recovery,"No comments provided, thus unable to evaluate audience intent","No captions provided, thus unable to evaluate depth","Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0
thepsychologistandme,136341,1027,mid,0.9,0.5725,0.5,0.5,0.0,0.25,0.3842,0.3412,0.2465,0.281,0.1313,0.245,0.0,0.0,0.1103,low,False,,Bio explicitly states mental health and therapy focus.,"No comment samples provided, assuming neutral engagement.","No caption samples provided, assuming generic content.","Relevance 0.57, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
akoma_counseling,9710,4564,micro,1.0,0.5688,0.5,0.5,0.0,0.125,0.3835,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio explicitly states they are a Perinatal & Reproductive Therapist and PhD Student with PMH-C certification, focusing on infertility and motherhood.","Without any comments provided, it's hard to evaluate audience intent. However, the bio and potential captions suggest that the audience is seeking help and sharing emotions related to infertility and motherhood.","Bio and potential captions could be more specific and original, but there is a clear focus on mental health in a specific niche.","Relevance 0.57, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0
brittanyantoinette,8100,3359,micro,0.8,0.5763,0.5,0.5,0.0,0.375,0.379,0.3275,0.263,0.292,0.1175,0.19,0.0,0.0,0.0855,low,False,,"Bio indicates mental health focus, but no caption samples provided for review.",No comment samples provided for review.,No caption samples provided for review.,"Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.09).",,,,0,0,0.0
the.mom.therapist,45924,1414,micro,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates mental health focus and relevant certifications.,"No comment samples provided, assuming neutral based on provided information.","No caption samples provided, assuming generic based on bio and account description.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
ashparaskevas,134852,707,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly states mental health focus and specific conditions.,"No comments provided, assuming neutral intent.","No captions provided, assuming generic based on bio and lack of captions.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
the.betrayal.trauma.therapist,66648,1022,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio states they are a therapist focusing on healing from betrayal.,"No comments provided, unable to evaluate audience intent.","No captions provided, unable to evaluate depth.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
