username,followers,following,tier,relevance_text_score,relevance_score,audience_intent_score,content_depth_score,engagement_quality_score,topic_signal_score,final_score,weight_relevance,weight_audience_intent,weight_engagement_quality,weight_content_depth,text_confidence,comment_confidence,post_confidence,confidence_score,confidence_grade,needs_review,review_reason,relevance_reason,audience_intent_reason,content_depth_reason,why_selected,sample_caption,sample_comment_1,sample_comment_2,post_count,comment_count,median_engagement_rate,tier_rank,overall_rank
wellness_therapistnyc,6333,4315,micro,0.7,0.4925,0.5,0.5,0.0,0.25,0.3574,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio indicates mental health focus on supporting Black millennial women's healing, but it doesn't explicitly mention mental health.","No comment samples provided, so audience intent can't be fully evaluated.","No caption samples provided, so content depth can't be fully evaluated.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,13,54
childlifetherapist,41445,2675,micro,0.8,0.4888,0.5,0.5,0.0,0.125,0.3561,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio and linked accounts indicate mental health as a focus, but the Instagram account itself lacks explicit mention of mental health topics.",Comment samples are not available to evaluate audience intent.,"Captions are not present to evaluate, but the available content seems to be more about general parenting guidance rather than mental health-specific lived experience, therapy, or evidence-based education.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,23,57
the_postpartum_therapist,33924,385,micro,0.8,0.4888,0.5,0.5,0.0,0.125,0.3561,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Account is related to therapy and specific mental health topics.,"Comments show some emotional sharing and trust, but do not clearly indicate help-seeking behavior.","Captions are not present, making it hard to evaluate depth. Some posts touch on mental health topics, but do not provide specific insights or originality.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,Comment 1: 'I really needed to read this today. Thank you.',Comment 2: 'Your posts always make me feel less alone.',0,0,0.0,15,58
story.of.the.mind,45459,319,micro,0.8,0.4888,0.5,0.5,0.0,0.125,0.3561,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio mentions neurodiversity and mental health, indicating a focus on these topics.","Comment samples not provided, assuming a mix of general positivity and support based on bio description.","Content samples not provided, assuming generic motivation-like quotes based on bio description.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,16,59
thepsychologist.co,10658,109,micro,0.8,0.4888,0.5,0.5,0.0,0.125,0.3561,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio states therapist and MSc in Psychology, suggesting mental health focus.","No comments provided, unable to evaluate audience intent.","No captions provided, unable to evaluate content depth.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,20,60
kellyu,215311,911,mid,0.8,0.6729,0.7,0.6,0.6705,0.2917,0.6696,0.35,0.3,0.2,0.15,0.65,0.35,0.05,0.425,low,True,"Low data confidence, but behavioral signals are strong; manual review recommended.",Account focuses on mental health topics but also promotes products and services.,"Comments show emotional sharing and trust, but not all are help-seeking.",Captions are somewhat insightful but can be more specific and original.,"Relevance 0.67, audience intent 0.70, content depth 0.60, engagement quality 0.67. Median engagement rate 3.18% across 1 posts. Confidence low (0.42).","people love having an “emotionally mature friend.”

but they rarely ask how that friend became that way.

episode 6 of my series, breaking the rules i grew up with.

you can start therapy with BetterHelp at the link in my bio, if and when you’re ready ❤️

#ad #BetterHelpPartner",i relate to this sm 🥹💗,so proud of you and all you learn and share with others 🥹,1,7,0.031754,1,1
shaan_kassam,54106,852,mid,0.8,0.62,0.5,0.5,0.0,0.5,0.4011,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio states a clear focus on mental health: anxiety, panic, and chronic symptoms.","Comment samples not provided, assuming a mix of supportive comments and generic engagement.","Caption samples not provided, assuming generic motivation quotes or broad lifestyle/fitness advice.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0,4,25
micheline.maalouf,264524,1664,mid,0.8,0.62,0.5,0.5,0.0,0.5,0.4011,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio clearly states they are a trauma therapist for Arab & diaspora, and mentions therapy and workshops which are mental-health related.","Comment samples not provided, assuming neutral intent based on lack of data.","Caption samples not provided, assuming generic based on bio, but therapist background implies potential for depth.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,3,26
lucycerezo_,144838,292,mid,0.8,0.62,0.5,0.5,0.0,0.5,0.4011,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly states 'Mental Health' and lists several specific disorders.,"No comment samples provided, assuming neutral based on bio.","No caption samples provided, assuming generic based on bio.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,2,27
elliottspeaks,188669,3820,mid,0.8,0.5763,0.5,0.5,0.0,0.375,0.3861,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio indicates mental health focus, but no clear indication of lived experience or personal connection to mental health issues.","No comment samples provided, assuming generic engagement.","No caption samples provided, assuming generic motivational content.","Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,5,31
holistic.therapist,109155,500,mid,0.8,0.5763,0.5,0.5,0.0,0.375,0.3861,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio explicitly mentions trauma and neuroscience, indicating mental health focus.","No comment samples provided, assuming low intent based on provided information.","No caption samples provided, assuming generic advice based on bio content.","Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,6,32
the.anxious.truth,93732,280,mid,0.8,0.5763,0.5,0.5,0.0,0.375,0.3861,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates mental health focus with clinical training and personal recovery,"No comments provided, thus unable to evaluate audience intent","No captions provided, thus unable to evaluate depth","Relevance 0.58, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0,7,33
thepsychologistandme,136341,1027,mid,0.9,0.5725,0.5,0.5,0.0,0.25,0.3842,0.3412,0.2465,0.281,0.1313,0.245,0.0,0.0,0.1103,low,False,,Bio explicitly states mental health and therapy focus.,"No comment samples provided, assuming neutral engagement.","No caption samples provided, assuming generic content.","Relevance 0.57, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,8,34
drebonyonline,70401,2089,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio indicates mental health focus with psychology practice, trauma expertise, and My Therapy Cards®.","Comment samples not available, assuming average help-seeking and emotional sharing based on bio and account type.","Caption samples not available, assuming average depth based on bio and account type.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,comment 1,comment 2,0,0,0.0,13,37
the.betrayal.trauma.therapist,66648,1022,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio states they are a therapist focusing on healing from betrayal.,"No comments provided, unable to evaluate audience intent.","No captions provided, unable to evaluate depth.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,10,38
doctorshepard_md,97834,4264,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio indicates mental health focus, but no sample captions provided for evaluation.",No sample comments provided for evaluation.,No sample captions provided for evaluation.,"Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,16,39
heydrjustine,88457,2044,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Instagram account is for a therapy practice and retreats, which are relevant to mental health","Comments are not provided, so it's difficult to evaluate the audience's intent. However, based on the account's bio, it is likely that the audience is seeking mental health support","Captions are not provided, so it's difficult to evaluate the depth of the content. However, the account mentions therapy and retreats which can be insightful and specific to mental health","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,15,40
realtalk.therapist,88309,1885,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio and account name indicate mental health and women’s wellness focus.,"Comment samples not available, assuming generic engagement based on bio.","Content samples not available, assuming generic advice based on bio.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,14,41
talk2spirit,142910,1077,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly states mental health focus and credentials.,"No comments provided, assuming neutral due to score.","No captions provided, assuming generic due to score.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,12,43
anxietyjosh,244525,2034,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio explicitly mentions anxiety advice and a BS wellness sphere, which indicates mental health focus.","Comment samples were not provided, so a default score is given. The bio and account name suggest a focus on lived experience and advice, which could encourage help-seeking and emotional sharing.","Content samples were not provided, so a default score is given. The bio suggests a critical stance on the wellness industry, which could indicate more in-depth content.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,11,44
ashparaskevas,134852,707,mid,0.8,0.5325,0.5,0.5,0.0,0.25,0.3711,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly states mental health focus and specific conditions.,"No comments provided, assuming neutral intent.","No captions provided, assuming generic based on bio and lack of captions.","Relevance 0.53, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,9,46
dr.kellyvincent,254371,356,mid,0.7,0.4925,0.5,0.5,0.0,0.25,0.3574,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio and account name indicate mental health focus, but no explicit mention of lived experience, therapy, or evidence-based education.","No comment samples provided, assuming generic engagement based on bio and account name.","No caption samples provided, assuming generic advice based on bio and account name.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,17,52
betterhelp,616650,324,macro,0.9,0.9104,0.7,0.8,0.0091,0.9417,0.6505,0.35,0.3,0.2,0.15,0.94,1.0,0.65,0.903,high,False,,The account is primarily mental-health focused with a clear mission to make therapy accessible and addressing various mental health topics.,"Comments show help-seeking, emotional sharing, and trust, indicating that the audience perceives the account as a safe space for mental health discussions.","Captions are specific and original, providing insights into mental health issues and coping strategies, though some could be more in-depth.","Relevance 0.91, audience intent 0.70, content depth 0.80, engagement quality 0.01. Median engagement rate 0.08% across 13 posts. Confidence high (0.90).","“It felt embarrassing to ask for help.”

So Viviana stayed quiet.

On Season 2, Episode 1 of ""Mind If We Talk?"", Viviana Vazquez, founder of OverGenPoverty, sits down with host and BetterHelp therapist, Sreela Roy-Greene, to share what happened when she finally opened up to her partner about her financial past and why she still couldn’t accept his ",Aww 🥰 Viviana the way he looks at you is with so much love and kindness ❤️,I still carry guilt from my divorce not fair to the kids,13,40,0.000782,1,3
drkojosarfo,720610,4793,macro,0.8,0.6,0.7,0.6,0.6003,0.0,0.6301,0.35,0.3,0.2,0.15,0.6905,1.0,0.95,0.8507,high,False,,"Instagram account is primarily focused on neurodivergent struggles, which is related to mental health.","Comments show emotional sharing and trust, but not as much help-seeking behavior.",Captions are specific to neurodivergent experiences but could provide more insightful or original content.,"Relevance 0.60, audience intent 0.70, content depth 0.60, engagement quality 0.60. Median engagement rate 5.15% across 19 posts. Confidence high (0.85).",Do you follow the rules or find a way around them? #audhd #drkojo,New word unlocked 😭,"Most people with autism, ADHD or AuDHD do have some sort of psychosomatic speech impediment (i.e. difficulties communicating under perceived stress) and I want to clarify it's not our logical brains that decide what the stressor is so we can't go - in this EXAMPLE - 'just give hi",19,40,0.051452,2,4
myeasytherapy,1318650,1301,macro,0.9,0.8271,0.7,0.8,0.0073,0.6083,0.6209,0.35,0.3,0.2,0.15,1.0,1.0,0.8,0.96,high,False,,"Bio and posts are primarily about mental health, specifically anxiety and overthinking.","Comments show help-seeking and emotional sharing, but not always explicitly directed towards the account owner.","Posts provide specific insights into mental health issues, but sometimes lack originality.","Relevance 0.83, audience intent 0.70, content depth 0.80, engagement quality 0.01. Median engagement rate 0.06% across 16 posts. Confidence high (0.96).","1. You overthink and over-prepare for future events because your mind is trying to protect you from something going wrong. It feels like control, but it often leaves you more tense.⁠
⁠
2. Feeling calm or worry-free feels strange. The moment life feels peaceful, your brain starts scanning for something to stress about.⁠
⁠
3. You’re capable of making",This feels so familiar for so many people 👀,No matter how hard I try. 🤍,16,40,0.00063,3,6
raquelmartinphd,872539,5273,macro,0.9,0.7542,0.7,0.8,0.0413,0.3167,0.6022,0.35,0.3,0.2,0.15,0.9325,1.0,0.95,0.9596,high,False,,Bio and many posts are mental-health focused.,"Comments show emotional support, engagement, and agreement.",Posts show industry expertise and specific insights.,"Relevance 0.75, audience intent 0.70, content depth 0.80, engagement quality 0.04. Median engagement rate 0.35% across 19 posts. Confidence high (0.96).",Am I trippin? I went to both concerts and I don’t remember six inch. And I WOULD remember six inch because it’s one of my favorite songs. He talking bout Act III right?,I cannot believe this is happening. My best friend died during conversion torture. My heart is broken.,Thank you for talking about this. We should all be having more conversations about it.,19,40,0.003538,4,7
drchrislee,667628,14,macro,0.8,0.6938,0.6,0.7,0.0235,0.375,0.5325,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"The account focuses on nervous system and emotional regulation, which is related to mental health, but not exclusively about it.","The comments show some emotional sharing and trust, but not as strongly as help-seeking or intent to engage in mental health discussions.","The captions provide specific insights and original thoughts, but sometimes lack depth and detail, and can be a bit generic at times.","Relevance 0.69, audience intent 0.60, content depth 0.70, engagement quality 0.02. Median engagement rate 0.20% across 20 posts. Confidence high (1.00).",Burnt out on doing burnout recovery…,Well said 🙌.,@brittcarroll12 who does this sound like?,20,40,0.002017,5,11
selfcareisforeveryone,1029790,1297,macro,0.8,0.6938,0.6,0.7,0.0002,0.375,0.5279,0.35,0.3,0.2,0.15,0.9939,1.0,1.0,0.9973,high,False,,"Bio and some posts are mental-health focused, but there is also brand/product promotion.","Comments show engagement, positivity, and some help-seeking, but not strongly focused on mental health.","Captions show some insightful thoughts, but lack specific personal experiences or evidence-based information.","Relevance 0.69, audience intent 0.60, content depth 0.70, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (1.00).",focus on what you can control 🫧🙏🌱🪴,"I really need to talk to someone I can no longer handle these dark days, i feel like ending my life can I talk to someone please","@musa_kisula we’re really glad you said something here. you don’t have to carry this alone. ❤️‍🩹 if things feel really dark right now, please consider reaching out to someone who can support you in real time. if you’re in the US you can call or text 988 to reach the suicide & cri",20,40,2e-05,6,13
mindfulmft,726669,405,macro,0.8,0.7354,0.5,0.7,0.0134,0.5417,0.5151,0.35,0.3,0.2,0.15,1.0,1.0,0.75,0.95,high,False,,"Account focuses on relationships and personal growth, with some content touching on mental health aspects.","Comments show support, appreciation, and engagement, but few instances of help-seeking or emotional sharing.","Posts offer specific insights and reflections, but not consistently original or groundbreaking in terms of mental health education.","Relevance 0.74, audience intent 0.50, content depth 0.70, engagement quality 0.01. Median engagement rate 0.12% across 15 posts. Confidence high (0.95).","Grab a tissue 🤧. This is a beautiful practice to do with anyone you love. Here are the “rules”:
Person A offers three offerings of goodness - this can be acknowledgment, appreciation, observation, etc. keep it succinct. Start each offering with “Something I want you to know is…”. Pause. 
Person B say “thank you”. No other words. No asking questions","Vienna, I love this so much. I wonder if this could be used when writing someone special a birthday card?",Love this insight. Could you please share the name of the podcast? ❤️ @mindfulmft,15,40,0.00115,7,14
theanxietyhealer,639243,2657,macro,0.8,0.7625,0.5,0.6,0.0004,0.65,0.507,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"The account is not strictly about mental health, but it does touch upon anxiety and self-care, which are related to mental health.","Comments show a mix of humor, agreement, and personal anecdotes, but there are no clear examples of help-seeking or emotional sharing. However, some comments do show a recognition of the value of self-care and setting boundaries.","While the captions are specific to the experiences of women over 40, they do not provide much insight or original guidance on mental health. However, some captions do provide education on the impact of hormones on anxiety and stress.","Relevance 0.76, audience intent 0.50, content depth 0.60, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (1.00).","please don’t say pickleball. 

Single Sisters 40, 50, 60+ LETS BE FRIENDS! Join us in the @singlesisterscircle 💖💖

#datingover40 #datingover50 #datinglife #datinginyour40s",I have a BOB,Ugh ! Why should i make my life chaotic again ?,20,40,3.3e-05,8,17
thepsychdoctormd,981119,1644,macro,0.9,0.7063,0.5,0.7,0.021,0.125,0.5064,0.35,0.3,0.2,0.15,0.8994,1.0,1.0,0.9547,high,False,,"Bio and many posts are mental-health focused, but occasional lifestyle/brand posts bring score down.","Comments show some emotional connection and sharing, but also a lot of emojis and casual chatter.","Posts show some depth and personal experience, but also some generic/vague language and humor.","Relevance 0.71, audience intent 0.50, content depth 0.70, engagement quality 0.02. Median engagement rate 0.18% across 20 posts. Confidence high (0.95).","That’s the way it is, I guess. #adhd",I love the “YES! IT IS!!! in full unnecessary excitement volume! Followed by celebratory haiiiya!!!,You are the cutest! ❤️,20,40,0.001798,9,18
psychedmommy,567647,894,macro,0.8,0.7167,0.5,0.6,0.0078,0.4667,0.4924,0.35,0.3,0.2,0.15,1.0,1.0,0.75,0.95,high,False,,Account focuses on parenting and mental health but also promotes other resources and products.,Comments show some emotional sharing and trust but do not clearly indicate help-seeking behavior.,"While the captions provide some specific and insightful information, they also include generic advice and opinions.","Relevance 0.72, audience intent 0.50, content depth 0.60, engagement quality 0.01. Median engagement rate 0.07% across 15 posts. Confidence high (0.95).","Is this you? Do you find your patience is wearing thin? Do you feel triggered by small annoyances? Is this out of character for you?⁠
⁠
I’ve shared about postpartum rage and anger before. What I find is yelling becomes a new normal for a lot of moms. It can cause intense shame. There’s no need to feel shameful here 🫶
⁠
If you find yourself yelling ",Thank you ❤️,This makes me want to go turn on the tv for the kids for sure,15,40,0.000671,10,19
headspace,1416124,857,macro,0.8,0.6625,0.5,0.6,0.0031,0.25,0.4725,0.35,0.3,0.2,0.15,0.88,1.0,1.0,0.946,high,False,,"Instagram account focuses on sleep, mental health, and well-being, but also promotes the Headspace app and collaborations with other brands.","Comments show engagement and positivity, but not explicitly expressing help-seeking or emotional sharing.","Captions provide specific examples and tips, but also include generic quotes and slogans.","Relevance 0.66, audience intent 0.50, content depth 0.60, engagement quality 0.00. Median engagement rate 0.03% across 20 posts. Confidence high (0.95).","What goes into the making of a Travelcast? Join us as we go behind the sounds with Headspace Audio Director (and Dream Team member) Scott Sorenson for the art of creating a sleepy travel story: what we listen for, what makes it calming, and how we bring it to life.",YESSSSSSSS!!!! ❤️,This hits different when you realize worries are just thoughts we're choosing to carry forward. 🙏,20,40,0.000267,11,21
therapyforblackgirls,527019,696,macro,0.9,0.6162,0.5,0.5,0.0,0.375,0.3998,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio clearly indicates mental health focus on resources and therapy for specific demographics.,"No comment samples provided, assuming neutral intent.","No caption samples provided, assuming generic based on lack of info.","Relevance 0.62, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,12,28
awkwardgoat3,536292,597,macro,0.8,0.4888,0.5,0.5,0.0,0.125,0.3561,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates a therapist and affiliated accounts related to mental health.,"No comment samples provided, assuming generic engagement.","No caption samples provided, assuming generic motivational content.","Relevance 0.49, audience intent 0.50, content depth 0.50, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0,13,56
